longitude,latitude,rain_season_end
-17.299999237060547,16.600000381469727,
-17.299999237060547,16.5,
-17.299999237060547,16.399999618530273,
-17.299999237060547,16.299999237060547,
-17.299999237060547,16.200000762939453,
-17.299999237060547,16.100000381469727,
-17.299999237060547,16.0,
-17.299999237060547,15.899999618530273,
-17.299999237060547,15.800000190734863,
-17.299999237060547,15.699999809265137,
-17.299999237060547,15.600000381469727,
-17.299999237060547,15.5,
-17.299999237060547,15.399999618530273,
-17.299999237060547,15.300000190734863,
-17.299999237060547,15.199999809265137,
-17.299999237060547,15.100000381469727,
-17.299999237060547,15.0,
-17.299999237060547,14.899999618530273,
-17.299999237060547,14.800000190734863,262.4066666666667
-17.299999237060547,14.699999809265137,
-17.299999237060547,14.600000381469727,
-17.299999237060547,14.5,
-17.299999237060547,14.399999618530273,
-17.299999237060547,14.300000190734863,
-17.299999237060547,14.199999809265137,
-17.299999237060547,14.100000381469727,
-17.299999237060547,14.0,
-17.299999237060547,13.899999618530273,
-17.299999237060547,13.800000190734863,
-17.299999237060547,13.699999809265137,
-17.299999237060547,13.600000381469727,
-17.299999237060547,13.5,
-17.299999237060547,13.399999618530273,
-17.299999237060547,13.300000190734863,
-17.299999237060547,13.199999809265137,
-17.299999237060547,13.100000381469727,
-17.299999237060547,13.0,
-17.299999237060547,12.899999618530273,
-17.299999237060547,12.800000190734863,
-17.299999237060547,12.699999809265137,
-17.299999237060547,12.600000381469727,
-17.299999237060547,12.5,
-17.299999237060547,12.399999618530273,
-17.200000762939453,16.600000381469727,
-17.200000762939453,16.5,
-17.200000762939453,16.399999618530273,
-17.200000762939453,16.299999237060547,
-17.200000762939453,16.200000762939453,
-17.200000762939453,16.100000381469727,
-17.200000762939453,16.0,
-17.200000762939453,15.899999618530273,
-17.200000762939453,15.800000190734863,
-17.200000762939453,15.699999809265137,
-17.200000762939453,15.600000381469727,
-17.200000762939453,15.5,
-17.200000762939453,15.399999618530273,
-17.200000762939453,15.300000190734863,
-17.200000762939453,15.199999809265137,
-17.200000762939453,15.100000381469727,
-17.200000762939453,15.0,
-17.200000762939453,14.899999618530273,
-17.200000762939453,14.800000190734863,264.7033333333334
-17.200000762939453,14.699999809265137,266.7633333333333
-17.200000762939453,14.600000381469727,
-17.200000762939453,14.5,
-17.200000762939453,14.399999618530273,
-17.200000762939453,14.300000190734863,
-17.200000762939453,14.199999809265137,
-17.200000762939453,14.100000381469727,
-17.200000762939453,14.0,
-17.200000762939453,13.899999618530273,
-17.200000762939453,13.800000190734863,
-17.200000762939453,13.699999809265137,
-17.200000762939453,13.600000381469727,
-17.200000762939453,13.5,
-17.200000762939453,13.399999618530273,
-17.200000762939453,13.300000190734863,
-17.200000762939453,13.199999809265137,
-17.200000762939453,13.100000381469727,
-17.200000762939453,13.0,
-17.200000762939453,12.899999618530273,
-17.200000762939453,12.800000190734863,
-17.200000762939453,12.699999809265137,
-17.200000762939453,12.600000381469727,
-17.200000762939453,12.5,
-17.200000762939453,12.399999618530273,
-17.100000381469727,16.600000381469727,
-17.100000381469727,16.5,
-17.100000381469727,16.399999618530273,
-17.100000381469727,16.299999237060547,
-17.100000381469727,16.200000762939453,
-17.100000381469727,16.100000381469727,
-17.100000381469727,16.0,
-17.100000381469727,15.899999618530273,
-17.100000381469727,15.800000190734863,
-17.100000381469727,15.699999809265137,
-17.100000381469727,15.600000381469727,
-17.100000381469727,15.5,
-17.100000381469727,15.399999618530273,
-17.100000381469727,15.300000190734863,
-17.100000381469727,15.199999809265137,
-17.100000381469727,15.100000381469727,
-17.100000381469727,15.0,
-17.100000381469727,14.899999618530273,269.81333333333333
-17.100000381469727,14.800000190734863,269.44666666666666
-17.100000381469727,14.699999809265137,271.2166666666667
-17.100000381469727,14.600000381469727,271.9666666666667
-17.100000381469727,14.5,
-17.100000381469727,14.399999618530273,
-17.100000381469727,14.300000190734863,
-17.100000381469727,14.199999809265137,
-17.100000381469727,14.100000381469727,
-17.100000381469727,14.0,
-17.100000381469727,13.899999618530273,
-17.100000381469727,13.800000190734863,
-17.100000381469727,13.699999809265137,
-17.100000381469727,13.600000381469727,
-17.100000381469727,13.5,
-17.100000381469727,13.399999618530273,
-17.100000381469727,13.300000190734863,
-17.100000381469727,13.199999809265137,
-17.100000381469727,13.100000381469727,
-17.100000381469727,13.0,
-17.100000381469727,12.899999618530273,
-17.100000381469727,12.800000190734863,
-17.100000381469727,12.699999809265137,
-17.100000381469727,12.600000381469727,
-17.100000381469727,12.5,
-17.100000381469727,12.399999618530273,
-17.0,16.600000381469727,
-17.0,16.5,
-17.0,16.399999618530273,
-17.0,16.299999237060547,
-17.0,16.200000762939453,
-17.0,16.100000381469727,
-17.0,16.0,
-17.0,15.899999618530273,
-17.0,15.800000190734863,
-17.0,15.699999809265137,
-17.0,15.600000381469727,
-17.0,15.5,
-17.0,15.399999618530273,
-17.0,15.300000190734863,
-17.0,15.199999809265137,
-17.0,15.100000381469727,
-17.0,15.0,268.4633333333333
-17.0,14.899999618530273,272.63666666666666
-17.0,14.800000190734863,272.6933333333333
-17.0,14.699999809265137,272.91333333333336
-17.0,14.600000381469727,272.5366666666667
-17.0,14.5,274.0866666666667
-17.0,14.399999618530273,
-17.0,14.300000190734863,
-17.0,14.199999809265137,
-17.0,14.100000381469727,
-17.0,14.0,
-17.0,13.899999618530273,
-17.0,13.800000190734863,
-17.0,13.699999809265137,
-17.0,13.600000381469727,
-17.0,13.5,
-17.0,13.399999618530273,
-17.0,13.300000190734863,
-17.0,13.199999809265137,
-17.0,13.100000381469727,
-17.0,13.0,
-17.0,12.899999618530273,
-17.0,12.800000190734863,
-17.0,12.699999809265137,
-17.0,12.600000381469727,
-17.0,12.5,
-17.0,12.399999618530273,
-16.899999618530273,16.600000381469727,
-16.899999618530273,16.5,
-16.899999618530273,16.399999618530273,
-16.899999618530273,16.299999237060547,
-16.899999618530273,16.200000762939453,
-16.899999618530273,16.100000381469727,
-16.899999618530273,16.0,
-16.899999618530273,15.899999618530273,
-16.899999618530273,15.800000190734863,
-16.899999618530273,15.699999809265137,
-16.899999618530273,15.600000381469727,
-16.899999618530273,15.5,
-16.899999618530273,15.399999618530273,
-16.899999618530273,15.300000190734863,
-16.899999618530273,15.199999809265137,
-16.899999618530273,15.100000381469727,269.24
-16.899999618530273,15.0,271.06
-16.899999618530273,14.899999618530273,276.40999999999997
-16.899999618530273,14.800000190734863,275.24666666666667
-16.899999618530273,14.699999809265137,276.18
-16.899999618530273,14.600000381469727,275.68
-16.899999618530273,14.5,275.99
-16.899999618530273,14.399999618530273,275.9766666666667
-16.899999618530273,14.300000190734863,275.1533333333333
-16.899999618530273,14.199999809265137,
-16.899999618530273,14.100000381469727,
-16.899999618530273,14.0,
-16.899999618530273,13.899999618530273,
-16.899999618530273,13.800000190734863,
-16.899999618530273,13.699999809265137,
-16.899999618530273,13.600000381469727,
-16.899999618530273,13.5,
-16.899999618530273,13.399999618530273,
-16.899999618530273,13.300000190734863,
-16.899999618530273,13.199999809265137,
-16.899999618530273,13.100000381469727,
-16.899999618530273,13.0,
-16.899999618530273,12.899999618530273,
-16.899999618530273,12.800000190734863,
-16.899999618530273,12.699999809265137,
-16.899999618530273,12.600000381469727,
-16.899999618530273,12.5,
-16.899999618530273,12.399999618530273,
-16.799999237060547,16.600000381469727,
-16.799999237060547,16.5,
-16.799999237060547,16.399999618530273,
-16.799999237060547,16.299999237060547,
-16.799999237060547,16.200000762939453,
-16.799999237060547,16.100000381469727,
-16.799999237060547,16.0,
-16.799999237060547,15.899999618530273,
-16.799999237060547,15.800000190734863,
-16.799999237060547,15.699999809265137,
-16.799999237060547,15.600000381469727,
-16.799999237060547,15.5,
-16.799999237060547,15.399999618530273,
-16.799999237060547,15.300000190734863,264.67333333333335
-16.799999237060547,15.199999809265137,270.1766666666667
-16.799999237060547,15.100000381469727,274.19666666666666
-16.799999237060547,15.0,276.00333333333333
-16.799999237060547,14.899999618530273,275.54
-16.799999237060547,14.800000190734863,276.0466666666667
-16.799999237060547,14.699999809265137,277.27666666666664
-16.799999237060547,14.600000381469727,277.49333333333334
-16.799999237060547,14.5,276.2166666666667
-16.799999237060547,14.399999618530273,276.50666666666666
-16.799999237060547,14.300000190734863,275.15000000000003
-16.799999237060547,14.199999809265137,275.74333333333334
-16.799999237060547,14.100000381469727,
-16.799999237060547,14.0,
-16.799999237060547,13.899999618530273,
-16.799999237060547,13.800000190734863,
-16.799999237060547,13.699999809265137,
-16.799999237060547,13.600000381469727,
-16.799999237060547,13.5,
-16.799999237060547,13.399999618530273,
-16.799999237060547,13.300000190734863,
-16.799999237060547,13.199999809265137,
-16.799999237060547,13.100000381469727,
-16.799999237060547,13.0,
-16.799999237060547,12.899999618530273,
-16.799999237060547,12.800000190734863,
-16.799999237060547,12.699999809265137,
-16.799999237060547,12.600000381469727,
-16.799999237060547,12.5,
-16.799999237060547,12.399999618530273,
-16.700000762939453,16.600000381469727,
-16.700000762939453,16.5,
-16.700000762939453,16.399999618530273,
-16.700000762939453,16.299999237060547,
-16.700000762939453,16.200000762939453,
-16.700000762939453,16.100000381469727,
-16.700000762939453,16.0,
-16.700000762939453,15.899999618530273,
-16.700000762939453,15.800000190734863,
-16.700000762939453,15.699999809265137,
